150
20 774
74 489 673
21 460 673
10 275 563
14 0 425
18 319 673
62 88 673
2 0 453
16 0 610
60 21 186
55 68 673
71 0 608
76 0 651
36 0 527
33 0 390
32 381
30 40 260
99 58 381
82 193 381
33 0 296
102 0 287
65 100 381
24 0 271
107 0 362
71 152 381
36 129 381
76 70 381
87 273 381
96 0 347
17 0 304
41 0 295
8 0 153
28 9 381
92 154 381
11 55 381
77 80 345
61 68 381
51 266 362
37 0 159
94 150 381
39 0 136
35 25 381
2 64 381
42 67 381
54 114 381
68 25 381
53 235 327
14 0 341
44 724
47 98 724
29 0 481
7 0 644
24 286 724
19 158 724
5 436 724
33 0 715
13 141 724
56 301 724
39 0 631
42 350 724
26 3 724
31 0 670
18 31 724
65 321 507
63 101 716
12 0 586
64 55 724
2 86 724
34 82 255
52 0 358
8 244 724
53 169 724
15 0 583
6 0 621
1 69 315
27 225 724
58 286 724
17 417 689
22 0 610
66 433 724
59 0 613
45 302 724
35 0 400
25 0 623
42 0 320
4 51 724
21 376 724
20 362 647
61 0 574
60 0 427
41 0 513
54 77 724
62 364 669
8 712
43 2 712
3 0 680
35 75 380
12 157 442
28 26 519
59 0 450
54 96 712
50 0 698
42 777
135 7 429
3 332 777
75 0 434
31 294 777
129 0 684
111 0 654
96 52 218
80 220 777
36 492 777
97 0 463
63 0 621
120 167 777
18 101 777
33 0 654
20 0 734
66 0 553
105 0 766
115 0 542
19 26 777
50 61 456
84 0 345
8 0 526
43 0 271
48 0 666
78 337 777
53 0 681
35 0 574
25 42 252
41 0 415
126 0 634
134 0 776
34 0 679
59 82 777
102 0 770
62 312 777
100 0 718
47 0 662
130 0 725
101 0 675
79 540 777
127 437 777
44 126 777
30 340
83 0 279
52 26 340
5 149 340
6 0 188
69 0 314
78 0 207
66 82 340
97 0 266
23 144 340
84 91 267
11 0 311
22 16 340
71 10 340
63 0 301
2 0 253
10 0 190
29 0 312
24 0 314
93 172 340
39 0 336
87 169 340
55 78 340
18 0 304
79 0 312
82 69 340
90 107 340
37 0 332
94 64 340
9 0 336
96 186 340
1 693
71 0 478
16 241
16 49 235
39 0 208
51 23 223
1 186 241
50 123 241
53 75 241
28 0 127
54 31 241
40 0 208
26 153 214
56 0 145
6 114 171
17 48 241
9 97 200
25 9 241
13 0 120
28 234
23 140 234
52 64 234
22 0 117
42 90 234
41 58 234
48 7 234
35 0 117
60 153 234
47 15 234
56 110 234
8 5 234
4 0 213
25 111 195
12 9 234
55 0 205
45 0 231
62 1 58
64 9 234
40 0 232
32 40 234
5 50 122
58 105 234
50 103 191
63 0 176
44 20 234
7 46 234
0 0 177
6 90 234
6 113
25 11 72
5 6 113
14 0 47
18 45 113
47 31 77
8 0 74
23 206
62 19 206
43 65 205
6 0 175
69 0 172
1 0 161
72 133 189
33 93 206
35 38 206
29 29 206
34 98 206
70 58 206
57 82 206
75 0 193
46 3 206
82 37 206
4 0 198
60 0 172
83 0 176
80 0 57
59 0 79
42 62 205
85 11 206
30 71 188
50 100000
100000 25697 100000
96114 0 75919
55020 45840 100000
12712 30014 100000
8973 0 62582
36320 6906 56362
66239 36919 100000
98030 50788 100000
36614 0 56722
6471 46773 91136
97823 59309 100000
38506 0 72487
69706 0 97253
75371 46851 99114
71451 21863 100000
41964 21457 100000
82415 0 99442
83585 0 73981
55014 0 100000
8483 54911 82330
62819 18776 38932
92868 28387 100000
41311 0 65188
83336 15898 56458
2864 0 55258
75766 0 77956
40160 1301 100000
46238 16980 100000
75249 51257 100000
7754 22034 55502
19835 0 91045
6406 0 93733
94401 37861 100000
10218 0 50747
25496 0 59498
49929 52410 82083
88840 419 26105
47287 0 97402
34402 48022 81453
95982 0 38149
94061 4309 74476
91984 23971 70310
21500 0 80809
59436 0 57030
53720 0 40937
63724 23903 100000
44995 0 76747
16687 0 65194
59953 0 83332
16243 8047 60955
3 9
33 0 6
66 0 9
99 3 9
48 689
56 203 689
9 0 678
37 423 689
58 193 689
62 401 689
1 0 493
19 0 279
28 0 654
40 28 689
29 206 644
51 160 689
71 97 689
77 57 689
24 0 556
25 406 658
32 0 537
8 203 689
48 0 448
42 313 689
31 160 689
74 0 460
55 56 689
63 45 674
69 166 689
36 0 559
68 338 689
20 0 462
10 0 318
64 384 649
0 241 689
22 0 664
41 385 689
70 54 689
67 0 650
17 0 269
76 0 446
78 0 606
12 371 689
38 79 689
49 50 689
33 0 426
65 189 601
54 0 509
13 312 689
52 0 435
57 342 689
45 0 575
34 0 557
40 108
75 37 107
33 13 100
40 20 108
120 10 108
121 0 86
17 0 99
38 54 104
44 15 108
24 0 36
71 48 108
122 33 102
112 0 40
45 0 95
109 0 107
97 0 100
18 20 108
104 0 107
7 13 108
42 0 94
125 10 108
76 0 57
92 2 108
91 77 100
62 44 99
102 0 108
66 0 73
4 0 101
50 19 108
114 0 83
77 5 108
8 57 108
13 0 63
127 0 108
106 14 57
117 0 99
22 12 108
81 8 108
119 0 75
85 0 59
105 34 108
14 556
57 0 372
54 0 492
55 283 441
42 201 556
13 0 266
26 218 556
60 118 556
15 220 556
2 83 556
0 24 556
59 5 556
31 0 123
5 0 402
36 0 556
10 686
5 3 686
16 358 686
14 108 686
20 93 541
17 321 637
26 0 287
27 131 686
4 210 686
9 270 602
7 0 344
18 361
2 148 361
30 50 361
27 0 348
25 0 276
38 3 361
17 0 327
28 82 361
24 0 265
32 147 361
8 149 361
34 25 306
33 46 361
19 37 361
5 0 338
6 14 361
22 116 321
20 0 131
37 55 361
34 494
0 82 494
13 60 222
50 152 494
18 363 494
30 212 317
5 0 363
52 0 442
35 290 494
40 43 494
21 48 494
33 107 494
38 315 427
9 0 359
41 243 419
1 0 480
49 172 494
7 155 494
34 134 494
18 0 355
54 0 215
56 0 458
43 268 490
46 145 457
23 20 494
47 0 412
11 0 358
60 0 459
12 0 213
17 15 494
10 77 419
32 263 393
3 0 477
15 149 273
4 0 468
45 344
48 23 255
10 0 267
27 0 342
6 0 286
22 96 210
37 0 178
41 0 265
23 84 344
14 86 173
42 0 127
51 95 344
61 136 249
3 39 344
19 51 344
46 75 344
47 0 301
49 0 239
0 106 344
34 5 344
21 100 344
58 4 107
44 80 344
31 0 268
26 78 344
52 179 325
45 0 133
59 136 344
5 0 274
55 140 344
38 11 344
43 2 344
30 0 321
20 24 300
24 110 344
13 0 164
57 53 344
42 242 332
7 0 280
50 0 280
17 64 199
53 97 344
29 0 280
40 52 344
35 76 344
25 30 344
7 30
10 0 10
20 0 10
5 8 21
15 7 20
25 9 22
10 20 30
20 20 30
18 923
25 7 804
50 0 866
5 0 366
85 568 923
79 600 923
45 0 923
73 490 923
69 82 923
23 76 923
13 0 859
44 119 923
0 0 329
38 218 923
6 53 372
98 0 782
37 74 802
31 53 923
46 520 923
14 853
12 71 598
1 232 853
34 332 607
26 0 672
50 100 853
38 0 613
29 35 853
46 222 853
33 0 756
37 232 853
13 0 398
17 22 636
10 0 472
28 0 702
34 533
71 336 533
0 27 443
107 0 259
94 0 441
5 166 533
9 0 410
31 18 144
130 132 533
15 361 478
67 260 533
46 63 533
73 138 256
83 30 175
109 188 533
121 0 511
62 38 533
11 97 401
37 0 211
45 0 453
10 173 533
32 0 353
87 0 415
68 72 273
38 0 519
110 41 533
8 29 533
42 210 353
31 257 400
86 254 533
72 83 447
6 310 533
47 65 533
90 83 410
54 148 533
6 435
32 0 245
24 42 435
12 250 435
30 215 435
26 0 376
2 0 269
4 14
34 5 13
17 0 8
41 4 9
8 6 14
35 887
57 196 887
59 16 887
29 0 658
74 51 812
22 107 887
82 0 448
105 62 887
26 0 757
50 0 696
13 0 782
17 0 847
64 322 887
37 522 887
91 533 822
36 0 521
11 56 887
34 349 887
70 0 772
71 545 887
108 133 887
3 147 887
32 0 833
89 0 821
21 0 681
87 87 887
68 391 887
38 0 684
40 373 887
116 88 467
58 93 887
7 355 887
55 0 481
16 0 706
123 0 867
94 487 887
19 118
58 64 116
80 0 118
109 17 118
20 0 100
35 0 54
93 25 118
36 0 93
8 0 117
6 18 90
10 6 37
55 11 93
106 5 118
50 19 118
18 50 118
54 0 28
25 0 41
37 0 83
101 32 118
4 79 105
37 808
47 0 673
42 405 808
76 0 628
5 0 782
69 226 808
78 192 808
85 316 808
57 177 517
9 58 808
11 0 369
34 0 613
99 139 808
35 0 762
2 133 808
49 29 808
94 0 457
3 0 446
77 0 530
13 318 808
18 0 237
29 0 808
98 0 762
103 0 758
56 241 808
68 0 296
8 9 808
25 98 808
44 288 808
48 0 785
17 0 555
92 393 797
74 0 445
24 0 367
102 565 808
89 0 238
4 268 703
21 7 808
2 218
0 0 170
27 0 207
41 565
22 0 509
94 0 364
65 0 341
64 22 565
127 8 565
112 0 183
43 266 565
0 312 565
8 93 565
95 92 565
88 0 465
69 0 204
70 43 565
124 207 565
146 308 565
123 0 198
92 48 565
67 89 321
109 336 565
80 203 565
106 226 518
136 286 565
128 0 507
126 48 527
51 0 329
68 0 561
45 0 474
107 67 565
12 254 522
42 161 385
140 89 382
148 246 565
20 0 307
23 0 303
121 105 565
26 0 486
17 0 367
54 0 524
135 0 519
91 0 421
111 0 262
27 907
28 0 586
65 34 907
49 225 907
29 0 857
9 270 907
74 237 907
36 599 907
0 167 907
33 499 907
52 0 670
71 6 907
22 58 907
20 431 907
11 41 907
4 379 907
39 9 907
62 199 403
27 278 907
55 607 907
72 366 733
2 0 539
41 223 907
38 0 851
50 371 700
76 0 685
19 0 702
10 0 845
25 614
3 497 552
3 133 298
12 395 522
9 112 493
11 567 614
0 364 401
4 105 386
2 0 449
4 73 80
4 475 505
6 275 423
1 20 380
10 29 180
0 41 352
8 56 157
6 0 70
11 284 317
7 247 385
10 212 614
8 422 469
12 0 337
8 504 557
1 399 598
3 424 459
0 452 486
19 65
63 11 65
3 1 65
46 7 65
37 33 57
24 0 62
27 0 51
80 2 65
35 13 46
30 0 59
58 0 60
70 2 62
13 4 26
68 0 60
25 1 45
73 0 42
31 1 65
19 44 65
2 0 24
56 0 48
44 711
1 16 642
22 190 711
2 138 711
23 0 546
43 63 711
16 0 530
14 201 711
54 136 711
46 0 670
62 212 711
47 0 666
27 160 711
34 139 711
17 140 711
21 0 638
15 288 711
57 0 463
4 0 681
60 0 416
42 41 347
8 0 401
28 80 711
6 0 243
20 311 509
39 231 495
30 0 638
53 22 711
13 49 625
19 0 201
56 89 711
45 436 630
12 186 711
24 136 711
33 0 593
51 0 366
0 375 711
44 237 711
37 0 625
29 0 615
9 402 561
26 0 687
5 0 687
49 0 665
7 0 556
28 215
84 34 113
96 0 186
65 130 215
23 0 174
44 106 215
87 0 110
13 0 176
37 129 187
52 128 215
49 59 215
2 0 135
19 0 204
6 83 215
83 0 198
72 0 133
123 89 215
71 0 113
63 0 204
43 63 215
78 0 173
42 23 181
45 0 121
86 0 158
102 27 210
75 0 115
35 0 205
55 130 215
124 16 215
23 34
16 7 34
17 0 25
11 10 21
31 0 33
13 4 34
33 0 28
1 15 34
44 1 34
36 5 34
25 0 10
6 18 34
18 0 11
21 1 34
7 15 34
28 5 24
40 0 23
4 17 24
12 8 32
15 15 29
46 0 25
0 0 18
9 0 27
45 9 18
3 461
2 0 459
51 0 153
66 0 156
43 177
95 0 83
10 0 155
62 80 177
6 0 105
118 50 105
3 63 177
50 0 100
9 0 112
115 0 52
13 0 116
76 43 177
79 0 80
94 44 150
37 5 177
114 0 140
74 68 177
87 0 110
77 0 113
35 0 136
52 21 177
92 29 177
12 15 177
28 44 177
42 57 95
20 0 100
111 52 177
121 29 177
53 65 143
58 0 69
91 45 177
54 5 177
120 41 177
69 60 177
73 0 133
106 0 74
103 8 177
22 73 167
96 66 177
89 33 177
0 102 177
105 4 177
65 0 174
112 0 158
49 935
42 0 518
68 337 935
27 77 935
25 361 935
24 0 407
29 4 282
12 0 802
56 43 513
8 252 808
11 161 935
31 0 770
0 0 627
36 329 557
16 194 935
49 0 803
19 287 631
18 122 935
61 403 935
20 392 935
1 0 548
52 0 891
62 259 493
64 0 733
33 38 935
9 17 935
67 568 872
37 0 698
71 0 893
38 0 654
34 0 638
70 140 935
2 0 750
13 256 935
17 476 935
40 155 591
26 565 760
22 0 778
55 66 935
26 0 538
15 89 847
54 570 833
60 98 935
43 208 495
53 357 935
5 425 935
7 155 701
23 95 494
65 516 935
41 354 700
22 633
73 0 628
63 382 633
43 32 508
58 0 486
55 197 633
0 99 633
83 96 222
9 0 544
4 374 627
88 16 633
57 0 517
82 258 633
70 168 321
12 12 633
74 0 605
80 0 447
41 279 633
75 200 633
64 169 355
36 7 486
2 269 633
15 0 415
44 394
48 45 394
88 0 239
105 0 157
126 0 236
82 180 394
47 0 113
31 0 156
76 74 394
78 0 197
54 102 203
128 0 386
18 42 394
79 119 394
100 94 394
62 56 342
122 221 394
32 0 151
59 77 394
40 42 143
131 55 379
93 0 338
49 222 394
56 119 301
117 171 394
83 116 394
99 0 328
41 0 258
7 257 394
22 0 148
50 0 303
57 37 226
75 0 393
102 110 394
77 0 375
19 176 394
85 15 394
70 170 394
34 13 205
133 131 394
30 69 394
35 150 382
125 0 373
9 0 244
46 0 187
50 99202
100000 0 96169
53116 50488 74909
23357 18780 99202
93787 9103 99202
77257 34264 95152
53650 55301 99202
2000 0 68636
6898 73147 99131
12900 0 33902
12858 32036 99202
65546 45191 99202
77980 0 95882
41097 0 73031
48945 0 71642
66955 51038 99202
50071 16696 99202
10494 61371 99202
67434 27037 99202
38739 0 90799
19152 16484 99202
27051 0 79043
10760 24800 99202
79707 0 58702
98486 0 60459
82801 0 84683
4012 25667 99202
19910 15157 99202
30982 0 39906
38436 29222 99202
31404 67062 97488
60985 6555 34890
35033 5793 99202
22290 0 84025
60104 36758 57780
69717 0 88052
81327 17662 42294
10245 0 56466
36295 0 76587
53402 13361 39744
8640 12064 92188
72535 17499 99202
72847 38181 90175
10876 31436 85085
93953 0 48837
89083 5610 37974
41329 11393 99202
6862 0 80494
28833 0 80754
40353 4486 93115
87949 6530 99202
9 777
0 52 777
46 0 565
4 317 777
8 53 777
17 0 775
3 0 539
44 0 724
37 31 777
50 291 777
30 954
37 140 954
45 297 954
50 42 954
39 125 954
34 481 954
44 39 954
26 0 916
58 696 954
19 353 878
54 0 647
48 623 954
52 251 954
16 0 920
18 209 954
14 478 822
47 198 954
38 227 954
28 285 954
42 0 779
31 482 954
0 0 881
57 481 756
3 0 536
17 113 954
51 179 659
32 0 628
30 14 954
5 0 589
23 313 521
12 256 954
27 584
94 105 584
106 0 519
84 189 584
29 0 479
60 150 584
51 273 584
33 160 584
95 0 436
123 0 383
18 0 384
8 0 351
21 84 584
115 144 338
113 25 584
48 0 389
27 123 584
78 28 584
49 0 495
44 168 476
100 264 390
108 0 232
41 0 479
0 238 360
53 158 584
26 102 584
5 49 584
80 271 487
28 440
67 0 341
23 0 287
28 0 346
88 126 271
50 90 440
39 94 194
74 0 250
52 103 440
85 17 381
8 172 344
6 92 381
45 0 194
89 0 310
63 0 151
43 83 440
65 216 440
46 117 355
58 0 336
19 188 302
11 50 142
1 88 440
81 104 356
29 150 440
5 0 425
30 125 440
70 83 372
7 0 279
55 300 398
2 182
18 75 182
0 49 182
50 96584
100000 0 94697
73849 14298 96584
93796 24441 96584
13460 24999 96584
10767 56877 96584
92069 44057 96584
75407 62653 96584
96263 10526 96584
3620 9617 74034
59437 0 63032
64203 40718 96283
17953 0 52219
35414 0 67173
59734 10674 96584
78977 0 37380
16388 4097 96584
10495 0 84305
34264 0 42586
53344 0 78592
46596 0 76741
767 0 82734
76046 0 92700
69677 57469 96584
71407 0 78091
66144 0 80435
48261 34023 96584
96994 3717 71988
28809 0 63831
14149 0 96584
97692 0 94155
12011 31215 96584
99283 21773 96584
30636 0 83267
69214 0 72741
9147 0 67523
58603 38955 96584
20284 38889 94358
58663 13951 65504
97228 0 42290
31577 44555 96584
65257 18384 96584
7620 0 78381
62421 0 57178
47356 35657 96584
5542 0 88859
1532 23726 96584
58719 4324 96584
12941 0 83068
48258 0 93141
73165 44971 96584
22 385
30 288 377
41 0 334
39 0 225
35 76 385
22 117 385
19 98 339
45 150 230
7 284 385
4 141 385
14 102 385
24 116 339
42 162 385
46 29 385
34 218 385
21 39 385
18 149 385
23 32 385
9 0 303
37 58 385
25 0 320
20 233 385
40 0 165
24 34
71 13 34
34 8 34
24 0 25
27 0 16
80 9 34
44 13 34
25 0 14
25 20 34
33 0 12
77 0 29
18 2 18
82 0 13
17 0 13
15 0 16
45 0 15
83 14 34
70 0 17
35 22 34
49 1 17
0 13 34
36 0 32
88 0 18
59 0 33
58 13 34
22 937
27 0 803
122 18 937
90 0 725
101 123 635
113 186 937
97 104 791
57 716 928
22 122 601
2 170 937
8 0 605
100 0 501
91 0 472
109 25 924
9 340 937
62 41 641
99 0 653
37 93 937
52 0 545
64 68 937
35 89 937
29 338 937
68 0 480
21 832
0 24 832
4 0 734
41 8 832
51 0 724
49 122 832
37 0 674
8 0 598
44 48 832
27 458 832
7 0 808
12 0 624
2 445 775
20 53 832
23 0 427
53 0 449
21 359 832
9 87 360
54 0 411
39 384 832
65 141 832
13 0 832
29 991
60 59 892
11 0 853
46 0 592
90 0 846
88 0 468
91 0 810
25 0 676
28 0 748
57 0 543
22 103 991
44 0 727
20 44 991
7 0 428
30 0 941
19 0 771
12 405 991
77 306 991
37 0 672
98 20 991
21 0 872
63 0 629
78 0 886
3 0 954
32 267 991
65 9 991
38 204 991
48 62 991
80 535 991
29 544 896
40 202
28 0 192
69 0 192
51 0 191
32 3 202
49 0 107
25 0 165
74 0 94
36 0 163
63 86 202
6 40 167
66 32 150
82 0 185
40 0 188
60 25 188
18 112 156
0 0 156
43 22 202
91 53 202
4 37 121
1 56 202
38 96 177
62 59 202
22 0 192
86 44 202
37 26 202
47 16 202
2 2 102
20 0 183
55 12 202
71 74 134
39 0 84
68 148 202
83 55 202
79 96 202
58 69 202
90 46 120
33 0 180
23 0 200
81 0 65
35 20 202
39 426
35 207 351
21 0 257
23 0 379
16 0 359
17 90 426
54 231 364
11 132 426
49 168 426
34 0 376
13 0 175
47 55 426
25 335 426
53 103 342
29 37 312
7 164 426
12 74 426
45 15 426
3 0 243
41 0 385
48 194 426
39 0 386
22 96 426
37 95 297
8 30 426
43 116 426
20 0 362
44 85 426
50 0 410
10 238 426
28 0 425
38 202 426
40 0 342
0 0 313
52 121 426
36 80 426
4 121 426
24 6 426
51 263 426
19 130 426
48 951
4 0 884
66 439 951
43 629 951
47 145 951
74 277 951
19 187 951
91 0 950
93 0 355
16 0 762
45 76 951
97 0 818
8 0 743
22 108 951
41 0 479
78 269 708
79 325 951
28 88 951
63 0 347
94 0 753
11 144 951
72 127 579
60 0 435
21 54 951
58 246 951
64 0 911
17 683 951
82 433 831
35 0 691
50 488 951
70 218 696
61 0 650
15 370 951
30 0 551
69 45 951
44 64 951
31 451 951
38 291 747
48 0 767
25 653 947
2 580 951
68 89 951
92 0 536
7 427 951
65 138 951
67 251 940
84 321 935
95 0 646
9 0 768
44 567
53 428 567
47 169 567
77 32 567
45 33 226
17 0 491
43 112 567
80 0 431
74 215 486
40 0 341
9 327 567
62 47 567
13 0 300
32 346 567
66 46 531
4 171 567
81 308 567
26 29 567
3 63 567
54 203 567
29 0 498
73 211 567
6 106 567
70 0 199
78 0 488
71 113 424
21 359 567
23 86 309
24 0 406
68 0 522
72 332 567
33 0 411
20 34 567
59 316 560
0 0 505
25 0 567
69 0 401
65 261 567
11 366 567
50 1 567
41 98 567
18 107 476
5 0 326
70 229 567
7 20 567
8 738
52 140 738
26 59 738
3 0 732
70 408 738
16 0 515
35 0 631
55 245 738
6 274 738
11 990
12 0 862
23 183 990
24 283 990
18 405 990
46 125 990
25 293 990
13 41 691
10 0 949
28 5 990
7 758 983
26 261 990
12 824
12 0 202
2 208 824
32 53 824
49 0 792
40 205 824
39 0 609
5 0 578
24 0 577
10 438 699
13 30 824
7 465 680
20 0 622
27 843
38 149 843
19 0 817
24 0 641
26 188 843
22 0 711
40 0 743
12 0 212
11 56 843
5 0 633
39 0 788
41 0 843
13 361 675
33 53 843
47 365 843
28 274 843
44 195 843
35 89 843
8 54 843
18 265 843
20 0 562
27 0 347
17 194 432
32 302 843
9 90 843
14 53 843
3 27 843
43 0 836
30 839
49 15 839
28 0 431
23 210 839
11 0 792
3 287 839
14 82 839
12 321 529
40 0 791
48 20 328
24 96 839
27 0 728
4 348 839
7 63 359
15 17 839
43 357 628
29 72 544
26 0 754
39 0 599
50 0 720
45 0 560
34 101 839
5 120 839
8 0 653
1 0 839
41 46 839
13 109 839
17 144 839
36 531 839
31 13 839
46 530 839
35 256
62 0 199
119 0 245
30 0 84
52 42 256
66 72 256
98 98 256
46 50 256
82 37 256
71 23 256
64 0 228
111 56 256
88 86 256
100 0 135
81 15 256
112 0 205
12 19 256
10 0 231
116 109 256
27 52 256
91 150 236
17 0 178
90 50 256
42 72 218
32 0 176
16 42 256
2 0 180
24 55 256
93 1 256
102 0 111
75 116 202
34 0 227
13 41 256
95 0 220
9 77 256
109 0 236
42 951
20 0 928
57 228 951
74 123 951
63 0 429
1 397 951
81 12 764
35 0 906
43 668 865
65 504 951
71 294 951
44 578 951
90 586 893
9 38 951
34 0 888
3 0 436
83 256 631
0 0 951
5 44 711
38 68 510
21 4 951
15 11 473
13 249 705
29 0 916
18 250 951
59 612 951
30 0 890
42 0 933
78 0 615
70 667 873
68 141 407
16 0 684
56 0 721
66 0 951
3 532 951
36 510 840
77 38 951
17 56 768
82 0 945
67 109 951
61 334 531
2 0 794
70 171 409
10 79
36 9 79
40 0 79
49 0 61
6 0 22
18 8 53
65 13 79
63 56 79
9 0 45
75 18 79
38 1 46
36 471
63 51 239
39 129 471
112 61 415
5 0 299
93 0 363
54 19 471
24 121 471
26 0 470
85 0 355
47 77 369
106 28 471
67 246 471
78 0 305
66 0 447
58 0 339
36 67 471
31 162 471
100 26 471
107 0 343
27 0 342
38 365 468
50 0 216
83 183 471
108 0 165
7 0 439
18 0 353
43 263 471
12 65 471
48 216 471
21 186 307
71 79 312
14 154 471
29 212 321
17 120 439
87 0 313
108 282 471
48 294
93 93 294
84 157 294
11 164 293
4 0 287
17 0 211
37 0 224
44 106 294
26 55 294
43 110 294
81 18 242
72 0 244
14 30 294
101 127 294
96 124 184
106 98 294
68 0 234
78 30 294
12 214 294
41 0 256
19 88 294
9 27 93
102 0 279
95 16 162
56 18 164
13 18 294
20 93 294
59 63 294
35 70 294
104 0 294
27 0 136
85 0 119
89 194 294
65 28 137
15 47 294
10 131 294
73 115 294
39 10 294
6 138 294
45 147 294
83 0 230
76 93 294
18 164 294
33 78 294
22 0 209
51 130 294
69 0 292
91 0 279
3 65 236
35 988
17 11 988
45 69 779
55 151 988
18 0 611
76 115 988
89 73 582
26 11 988
80 0 689
11 198 988
65 106 905
7 0 415
77 0 713
34 173 988
40 0 396
31 0 653
60 42 988
94 266 681
29 21 988
24 104 368
3 374 988
25 409 708
22 248 536
71 0 601
13 0 842
85 0 811
57 56 988
70 0 683
4 397 988
28 0 842
72 0 773
74 296 988
37 140 988
5 55 988
30 297 988
36 0 556
50 98284
100000 5458 98284
64300 20582 98284
68536 0 71714
77429 38856 89272
98653 37320 98284
65306 0 87157
3805 0 52238
72459 0 58299
78865 0 86428
39435 16623 54774
11897 33115 98284
34572 0 23141
32250 62365 98284
10260 21091 98284
84169 36211 98284
25176 0 74258
39473 3334 86649
7089 23866 98284
55172 60001 98284
50531 32090 98284
99168 0 59733
51628 18641 98284
7660 0 93802
7183 0 82741
79718 14069 98284
25543 0 57058
23496 0 86069
17746 13062 98284
2110 5704 98284
46688 0 97748
76153 54340 77074
3376 2564 75286
98967 6405 98284
23138 7291 98284
24567 31205 98284
89293 46514 98284
28988 0 59831
8648 0 94160
10362 0 76400
52343 9819 98284
95982 24608 70273
79937 0 94564
70490 9285 98284
80488 0 40632
40116 39687 96962
74238 14411 98284
20551 61517 88444
79861 4588 98284
1714 9369 98284
41989 16633 98284
1 381
44 0 219
23 201
12 24 94
93 3 201
84 34 201
4 0 188
40 0 187
3 25 201
24 0 166
95 0 194
6 39 201
75 0 60
104 85 201
101 0 158
34 0 192
80 0 195
79 138 201
0 0 131
7 119 201
102 64 194
11 0 101
57 93 201
9 6 201
73 0 134
77 20 201
34 666
63 0 606
61 138 666
44 162 660
31 48 182
52 0 607
68 186 666
66 320 666
107 0 260
43 0 351
32 0 584
18 0 656
77 0 640
64 0 450
38 25 340
92 42 666
78 0 403
73 230 666
56 368 537
35 85 619
46 116 666
3 0 651
93 56 328
86 55 666
79 0 332
75 0 603
82 321 522
8 0 633
37 0 618
90 74 385
71 41 304
42 72 248
10 241 666
6 385 666
30 0 636
22 11
0 0 6
2 0 5
24 0 10
28 0 8
30 5 11
37 3 7
43 3 11
19 0 9
32 0 10
39 0 9
27 6 11
3 2 11
29 5 11
4 0 9
1 7 11
5 5 11
33 0 8
13 4 11
45 5 11
16 0 8
22 6 11
23 1 5
